Acidimicrobiia	sk__Bacteria.p__Actinobacteria.c__Acidimicrobiia	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Acidimicrobiia
Acidithiobacillales	sk__Bacteria.p__Proteobacteria.c__Acidithiobacillia.o__Acidithiobacillales	sk__Bacteria.p__Proteobacteria.c__Acidithiobacillia.o__Acidithiobacillales
Acidobacteria	sk__Bacteria.p__Acidobacteria	sk__Bacteria.p__Acidobacteria
Acidobacteriia	sk__Bacteria.p__Acidobacteria.c__Acidobacteriia	sk__Bacteria.p__Acidobacteria.c__Acidobacteriia
Aconoidasida	sk__Eukaryota.p__Apicomplexa.c__Aconoidasida	sk__Eukaryota.nr__Sar.nr__Alveolata.p__Apicomplexa.c__Aconoidasida
Actinobacteria	sk__Bacteria.p__Actinobacteria.c__Actinobacteria	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria
Actinopolysporales	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinopolysporales	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.o__Actinopolysporales
Actinopterygii	sk__Eukaryota.k__Metazoa.p__Chordata.sc__Actinopterygii	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Actinopterygii
Aerococcaceae	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae
Aeromonadales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales
Afrotheria	sk__Eukaryota.k__Metazoa.p__Chordata.c__Mammalia.so__Afrotheria	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.c__Mammalia.nr__Theria.nr__Eutheria.so__Afrotheria
Agaricales	sk__Eukaryota.k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales
Agaricomycetes	sk__Eukaryota.k__Fungi.p__Basidiomycota.c__Agaricomycetes	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Basidiomycota.c__Agaricomycetes
Agaricomycetes incertae sedis	sk__Eukaryota.k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.nr__Agaricales_incertae_sedis	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.nr__Agaricales_incertae_sedis
Alcaligenaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae
Alicyclobacillaceae	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Alicyclobacillaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales.f__Alicyclobacillaceae
Alloprevotella	sk__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella
Alphaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria
Alteromonadaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae
Alteromonadales genera incertae sedis	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.nr__Alteromonadales_genera_incertae_sedis	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.nr__Alteromonadales_genera_incertae_sedis
Amoebozoa	sk__Eukaryota.nr__Amoebozoa	sk__Eukaryota.nr__Amoebozoa
Anoxybacillus	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Anoxybacillus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Anoxybacillus
Apicomplexa	sk__Eukaryota.p__Apicomplexa	sk__Eukaryota.nr__Sar.nr__Alveolata.p__Apicomplexa
Aquificae	sk__Bacteria.p__Aquificae.c__Aquificae	sk__Bacteria.p__Aquificae.c__Aquificae
Aquimarina	sk__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina
Archaea	sk__Archaea	sk__Archaea
Archaeoglobi	sk__Archaea.p__Euryarchaeota.c__Archaeoglobi	sk__Archaea.p__Euryarchaeota.c__Archaeoglobi
Arenibacter	sk__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Arenibacter	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Arenibacter
Arthrodermataceae	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Onygenales.f__Arthrodermataceae	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.nr__leotiomyceta.c__Eurotiomycetes.o__Onygenales.f__Arthrodermataceae
Arthropoda	sk__Eukaryota.k__Metazoa.p__Arthropoda	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Protostomia.nr__Ecdysozoa.nr__Panarthropoda.p__Arthropoda
Ascomycota	sk__Eukaryota.k__Fungi.p__Ascomycota	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota
asterids	sk__Eukaryota.k__Viridiplantae.p__Streptophyta.c__Magnoliopsida.nr__asterids	sk__Eukaryota.k__Viridiplantae.p__Streptophyta.nr__Embryophyta.nr__Tracheophyta.nr__Euphyllophyta.nr__Spermatophyta.c__Magnoliopsida.nr__Mesangiospermae.nr__eudicotyledons.nr__Gunneridae.nr__Pentapetalae.nr__asterids
Aurantimonadaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Aurantimonadaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Aurantimonadaceae
Aves	sk__Eukaryota.k__Metazoa.p__Chordata.c__Aves	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.nr__Sauropsida.nr__Sauria.nr__Archelosauria.nr__Archosauria.nr__Dinosauria.nr__Saurischia.nr__Theropoda.nr__Coelurosauria.c__Aves
Bacillales incertae sedis	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales
Bacillariophyta	sk__Eukaryota.p__Bacillariophyta	sk__Eukaryota.nr__Sar.nr__Stramenopiles.nr__Ochrophyta.p__Bacillariophyta
Bacilli	sk__Bacteria.p__Firmicutes.c__Bacilli	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli
Bacillus	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus
Bacteria	sk__Bacteria	sk__Bacteria
Bacteroidaceae	sk__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae
Bacteroidetes	sk__Bacteria.p__Bacteroidetes	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes
Bacteroidetes Order II. Incertae sedis	sk__Bacteria.p__Bacteroidetes.o__Bacteroidetes_Order_II__Incertae_sedis	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.o__Bacteroidetes_Order_II__Incertae_sedis
Bacteroidia	sk__Bacteria.p__Bacteroidetes.c__Bacteroidia	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Bacteroidia
Bartonellaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bartonellaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bartonellaceae
Basidiomycota	sk__Eukaryota.k__Fungi.p__Basidiomycota	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Basidiomycota
Bdellovibrionales	sk__Bacteria.p__Proteobacteria.c__Oligoflexia.o__Bdellovibrionales	sk__Bacteria.p__Proteobacteria.c__Oligoflexia.o__Bdellovibrionales
Beijerinckiaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Beijerinckiaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Beijerinckiaceae
Betaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria
Bifidobacteriales	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales
Bilateria	sk__Eukaryota.k__Metazoa.nr__Bilateria	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria
Blattabacteriaceae	sk__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae
Blautia	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia
Bradyrhizobiaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bradyrhizobiaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bradyrhizobiaceae
Brassicales	sk__Eukaryota.k__Viridiplantae.p__Streptophyta.c__Magnoliopsida.o__Brassicales	sk__Eukaryota.k__Viridiplantae.p__Streptophyta.nr__Embryophyta.nr__Tracheophyta.nr__Euphyllophyta.nr__Spermatophyta.c__Magnoliopsida.nr__Mesangiospermae.nr__eudicotyledons.nr__Gunneridae.nr__Pentapetalae.nr__rosids.nr__malvids.o__Brassicales
Brevibacteriaceae	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Brevibacteriaceae	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Brevibacteriaceae
Brucellaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Brucellaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Brucellaceae
Buchnera	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Erwiniaceae.g__Buchnera	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Erwiniaceae.g__Buchnera
Burkholderiaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae
Butyrivibrio	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio
Capnocytophaga	sk__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga
Carnivora	sk__Eukaryota.k__Metazoa.p__Chordata.c__Mammalia.o__Carnivora	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.c__Mammalia.nr__Theria.nr__Eutheria.nr__Boreoeutheria.so__Laurasiatheria.o__Carnivora
Carnobacteriaceae	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae
Caudovirales	sk__Viruses.o__Caudovirales	sk__Viruses.o__Caudovirales
Caulobacterales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales
Cellulomonadaceae	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Cellulomonadaceae	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Cellulomonadaceae
Cellulophaga	sk__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Cellulophaga	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Cellulophaga
Cellvibrio	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Cellvibrio	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Cellvibrio
Cercopithecoidea	sk__Eukaryota.k__Metazoa.p__Chordata.c__Mammalia.o__Primates.sf__Cercopithecoidea	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.c__Mammalia.nr__Theria.nr__Eutheria.nr__Boreoeutheria.so__Euarchontoglires.o__Primates.sf__Cercopithecoidea
Cetartiodactyla	sk__Eukaryota.k__Metazoa.p__Chordata.c__Mammalia.o__Artiodactyla	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.c__Mammalia.nr__Theria.nr__Eutheria.nr__Boreoeutheria.so__Laurasiatheria.o__Artiodactyla
Chaetomiaceae	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__Chaetomiaceae	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.nr__leotiomyceta.nr__sordariomyceta.c__Sordariomycetes.o__Sordariales.f__Chaetomiaceae
Chaetothyriomycetidae	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.nr__unclassified_Chaetothyriomycetidae	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.nr__leotiomyceta.c__Eurotiomycetes.nr__unclassified_Chaetothyriomycetidae
Chiroptera	sk__Eukaryota.k__Metazoa.p__Chordata.c__Mammalia.o__Chiroptera	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.c__Mammalia.nr__Theria.nr__Eutheria.nr__Boreoeutheria.so__Laurasiatheria.o__Chiroptera
Chlamydiae	sk__Bacteria.p__Chlamydiae	sk__Bacteria.nr__PVC_group.p__Chlamydiae
Chlorobi	sk__Bacteria.p__Chlorobi	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Chlorobi
Chloroflexi	sk__Bacteria.p__Chloroflexi	sk__Bacteria.nr__Terrabacteria_group.p__Chloroflexi
Chloroflexia	sk__Bacteria.p__Chloroflexi.c__Chloroflexia	sk__Bacteria.nr__Terrabacteria_group.p__Chloroflexi.c__Chloroflexia
Chlorophyta	sk__Eukaryota.k__Viridiplantae.p__Chlorophyta	sk__Eukaryota.k__Viridiplantae.p__Chlorophyta
Chordata	sk__Eukaryota.k__Metazoa.p__Chordata	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata
Chromadorea	sk__Eukaryota.k__Metazoa.p__Nematoda.c__Chromadorea	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Protostomia.nr__Ecdysozoa.p__Nematoda.c__Chromadorea
Chromatiales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales
Chryseobacterium	sk__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Chryseobacterium	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Chryseobacterium
Ciliophora	sk__Eukaryota.p__Ciliophora	sk__Eukaryota.nr__Sar.nr__Alveolata.p__Ciliophora
Citrobacter	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter
Clavicipitaceae	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Clavicipitaceae	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.nr__leotiomyceta.nr__sordariomyceta.c__Sordariomycetes.o__Hypocreales.f__Clavicipitaceae
Clostridia	sk__Bacteria.p__Firmicutes.c__Clostridia	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia
Clostridiaceae	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae
Clostridiales incertae sedis	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.nr__Clostridiales_incertae_sedis	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.nr__Clostridiales_incertae_sedis
Coccidia	sk__Eukaryota.p__Apicomplexa.c__Conoidasida.nr__unclassified_Coccidia	sk__Eukaryota.nr__Sar.nr__Alveolata.p__Apicomplexa.c__Conoidasida.nr__unclassified_Coccidia
Colwelliaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae
Comamonadaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae
Coriobacteriia	sk__Bacteria.p__Actinobacteria.c__Coriobacteriia	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Coriobacteriia
