Acidimicrobiia	sk__Bacteria.p__Actinobacteria.c__Acidimicrobiia	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Acidimicrobiia
Rhodobacter	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rhodobacter	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rhodobacter
Rhodobiaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodobiaceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodobiaceae
Rhodocyclales	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Rhodocyclales	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Rhodocyclales
Rhodospirillales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales
Rhodovulum	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rhodovulum	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rhodovulum
Rickettsiales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales
Rikenellaceae	sk__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae
Rodentia	sk__Eukaryota.k__Metazoa.p__Chordata.c__Mammalia.o__Rodentia	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.c__Mammalia.nr__Theria.nr__Eutheria.nr__Boreoeutheria.so__Euarchontoglires.nr__Glires.o__Rodentia
Roseivivax	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseivivax	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseivivax
Roseobacter	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseobacter	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseobacter
Roseovarius	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseovarius
Rubrobacteria	sk__Bacteria.p__Actinobacteria.c__Rubrobacteria	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Rubrobacteria
Ruegeria	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ruegeria
Ruminococcaceae	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae
Saccharomycetaceae	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae
Saccharomycetes	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.c__Saccharomycetes
Salmonella	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Salmonella	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Salmonella
Sarcocystidae	sk__Eukaryota.p__Apicomplexa.c__Conoidasida.o__Eucoccidiorida.f__Sarcocystidae	sk__Eukaryota.nr__Sar.nr__Alveolata.p__Apicomplexa.c__Conoidasida.o__Eucoccidiorida.f__Sarcocystidae
Serratia	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Serratia	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Serratia
Shewanellaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Shewanellaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Shewanellaceae
Siphoviridae	sk__Viruses.o__Caudovirales.f__Siphoviridae	sk__Viruses.o__Caudovirales.f__Siphoviridae
Sordariaceae	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__Sordariaceae	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.nr__leotiomyceta.nr__sordariomyceta.c__Sordariomycetes.o__Sordariales.f__Sordariaceae
Sordariales	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.nr__leotiomyceta.nr__sordariomyceta.c__Sordariomycetes.o__Sordariales
Sordariomycetes	sk__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__saccharomyceta.nr__leotiomyceta.nr__sordariomyceta.c__Sordariomycetes
Sphingobacteriia	sk__Bacteria.p__Bacteroidetes.c__Sphingobacteriia	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Sphingobacteriia
Sphingomonadales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales
Spirochaetes	sk__Bacteria.p__Spirochaetes	sk__Bacteria.p__Spirochaetes
Sporolactobacillaceae	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae
ssDNA viruses	sk__Viruses.nr__unclassified_ssDNA_viruses	sk__Viruses.nr__unclassified_viruses.nr__unclassified_DNA_viruses.nr__unclassified_ssDNA_viruses
ssRNA negative-strand viruses	sk__Viruses.nr__unclassified_ssRNA_viruses	sk__Viruses.nr__Riboviria.nr__unclassified_Riboviria.nr__unclassified_ssRNA_viruses
Staphylococcaceae	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae
Stigonemataceae	sk__Bacteria.p__Cyanobacteria.o__Nostocales.f__Stigonemataceae	sk__Bacteria.nr__Terrabacteria_group.nr__Cyanobacteria/Melainabacteria_group.p__Cyanobacteria.o__Nostocales.f__Stigonemataceae
Streptacidiphilus	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptacidiphilus	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptacidiphilus
Streptococcus anginosus group	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptococcus dysgalactiae group	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptococcus infantis	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptococcus mitis	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptococcus oralis	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptococcus pneumoniae	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptococcus sanguinis	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptococcus suis	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus
Streptomyces griseus group	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces
Streptophyta	sk__Eukaryota.k__Viridiplantae.p__Streptophyta	sk__Eukaryota.k__Viridiplantae.p__Streptophyta
Streptosporangiales	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales
Sulfitobacter	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Sulfitobacter	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Sulfitobacter
Sutterellaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae
Synechococcus	sk__Bacteria.p__Cyanobacteria.o__Synechococcales.f__Synechococcaceae.g__Synechococcus	sk__Bacteria.nr__Terrabacteria_group.nr__Cyanobacteria/Melainabacteria_group.p__Cyanobacteria.o__Synechococcales.f__Synechococcaceae.g__Synechococcus
Synechocystis	sk__Bacteria.p__Cyanobacteria.o__Synechococcales.f__Merismopediaceae.g__Synechocystis	sk__Bacteria.nr__Terrabacteria_group.nr__Cyanobacteria/Melainabacteria_group.p__Cyanobacteria.o__Synechococcales.f__Merismopediaceae.g__Synechocystis
Synergistetes	sk__Bacteria.p__Synergistetes	sk__Bacteria.p__Synergistetes
Syntrophobacterales	sk__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Syntrophobacterales	sk__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Syntrophobacterales
Syntrophomonadaceae	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Syntrophomonadaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Syntrophomonadaceae
Taphrinomycotina	sk__Eukaryota.k__Fungi.p__Ascomycota.nr__unclassified_Taphrinomycotina	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Ascomycota.nr__unclassified_Taphrinomycotina
Tatumella	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Erwiniaceae.g__Tatumella	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Erwiniaceae.g__Tatumella
Tectiviridae	sk__Viruses.f__Tectiviridae	sk__Viruses.f__Tectiviridae
Tenericutes	sk__Bacteria.p__Tenericutes	sk__Bacteria.nr__Terrabacteria_group.p__Tenericutes
Testudines	sk__Eukaryota.k__Metazoa.p__Chordata.o__Testudines	sk__Eukaryota.nr__Opisthokonta.k__Metazoa.nr__Eumetazoa.nr__Bilateria.nr__Deuterostomia.p__Chordata.nr__Vertebrata.nr__Gnathostomata.nr__Teleostomi.nr__Euteleostomi.sc__Sarcopterygii.nr__Dipnotetrapodomorpha.nr__Tetrapoda.nr__Amniota.nr__Sauropsida.nr__Sauria.nr__Archelosauria.o__Testudines
Thaumarchaeota	sk__Archaea.p__Thaumarchaeota	sk__Archaea.nr__TACK_group.p__Thaumarchaeota
Thermoactinomycetaceae	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Thermoactinomycetaceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales.f__Thermoactinomycetaceae
Thermoanaerobacterales	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales
Thermococci	sk__Archaea.p__Euryarchaeota.c__Thermococci	sk__Archaea.p__Euryarchaeota.c__Thermococci
Thermodesulfobacteria	sk__Bacteria.p__Thermodesulfobacteria.c__Thermodesulfobacteria	sk__Bacteria.p__Thermodesulfobacteria.c__Thermodesulfobacteria
Thermomicrobia	sk__Bacteria.p__Chloroflexi.c__Thermomicrobia	sk__Bacteria.nr__Terrabacteria_group.p__Chloroflexi.c__Thermomicrobia
Thermoplasmata	sk__Archaea.p__Euryarchaeota.c__Thermoplasmata	sk__Archaea.p__Euryarchaeota.nr__Diaforarchaea_group.c__Thermoplasmata
Thermotogae	sk__Bacteria.p__Thermotogae.c__Thermotogae	sk__Bacteria.p__Thermotogae.c__Thermotogae
Thioclava	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thioclava	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thioclava
Thiotrichales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales
Tremellales	sk__Eukaryota.k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales
Tymovirales	sk__Viruses.o__Tymovirales	sk__Viruses.nr__Riboviria.o__Tymovirales
unclassified Actinobacteria (class)	sk__Bacteria.p__Actinobacteria.c__Actinobacteria.nr__unclassified_Actinobacteria_	sk__Bacteria.nr__Terrabacteria_group.p__Actinobacteria.c__Actinobacteria.nr__unclassified_Actinobacteria_
unclassified Alphaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.nr__unclassified_Alphaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.nr__unclassified_Alphaproteobacteria
unclassified Bacteria	sk__Bacteria.nr__unclassified_Bacteria	sk__Bacteria.nr__unclassified_Bacteria
unclassified Betaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.nr__unclassified_Betaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.nr__unclassified_Betaproteobacteria
unclassified Burkholderiales	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.nr__unclassified_Burkholderiales	sk__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.nr__unclassified_Burkholderiales
unclassified Clostridiales	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.nr__unclassified_Clostridiales	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.nr__unclassified_Clostridiales
unclassified Enterobacteriaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.nr__unclassified_Enterobacteriaceae	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.nr__unclassified_Enterobacteriaceae
unclassified Euryarchaeota	sk__Archaea.p__Euryarchaeota.nr__unclassified_Euryarchaeota	sk__Archaea.p__Euryarchaeota.nr__unclassified_Euryarchaeota
unclassified Flavobacteriaceae	sk__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.nr__unclassified_Flavobacteriaceae	sk__Bacteria.nr__FCB_group.nr__Bacteroidetes/Chlorobi_group.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.nr__unclassified_Flavobacteriaceae
unclassified Gammaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.nr__unclassified_Gammaproteobacteria	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.nr__unclassified_Gammaproteobacteria
unclassified Lachnospiraceae	sk__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.nr__unclassified_Lachnospiraceae	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.nr__unclassified_Lachnospiraceae
unclassified Rhodobacteraceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.nr__unclassified_Rhodobacteraceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.nr__unclassified_Rhodobacteraceae
unclassified Verrucomicrobia	sk__Bacteria.p__Verrucomicrobia.nr__unclassified_Verrucomicrobia	sk__Bacteria.nr__PVC_group.p__Verrucomicrobia.nr__unclassified_Verrucomicrobia
Ustilaginomycotina	sk__Eukaryota.k__Fungi.p__Basidiomycota.nr__unclassified_Ustilaginomycotina	sk__Eukaryota.nr__Opisthokonta.k__Fungi.p__Basidiomycota.nr__unclassified_Ustilaginomycotina
Verrucomicrobia	sk__Bacteria.p__Verrucomicrobia	sk__Bacteria.nr__PVC_group.p__Verrucomicrobia
Verrucomicrobiae	sk__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae	sk__Bacteria.nr__PVC_group.p__Verrucomicrobia.c__Verrucomicrobiae
Vertebrata	sk__Eukaryota.p__Rhodophyta.c__Florideophyceae.o__Ceramiales.f__Rhodomelaceae.g__Vertebrata	sk__Eukaryota.p__Rhodophyta.c__Florideophyceae.o__Ceramiales.f__Rhodomelaceae.g__Vertebrata
Vibrionales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales
Virgibacillus	sk__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Virgibacillus	sk__Bacteria.nr__Terrabacteria_group.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Virgibacillus
Viridiplantae	sk__Eukaryota.k__Viridiplantae	sk__Eukaryota.k__Viridiplantae
Viruses	sk__Viruses	sk__Viruses
Xanthobacteraceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae	sk__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae
Xanthomonadales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales
Yersinia	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Yersinia	sk__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Yersinia
